pre_h_f,post_h_f,jump_h_f,pre_h_m,post_h_m,jump_h_m,pre_l_f,post_l_f,jump_l_f,pre_l_m,post_l_m,jump_l_m
3.265729,9.5677223,10.340913,2.2573349,4.4675269,4.1494927,5.1416631,2.4500778,1.4217316,6.8834915,6.9247675,6.7933612
